"DateTime","Activity","Section","QuestionID","GivenAnswer","Result"
"Thu Oct 19 2023 20:22:54 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","3",""
"Thu Oct 19 2023 20:22:57 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Thu Oct 19 2023 20:25:15 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Thu Oct 19 2023 20:27:48 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Thu Oct 19 2023 20:28:00 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","4",""
"Thu Oct 19 2023 20:29:48 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Thu Oct 19 2023 20:31:52 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Thu Oct 19 2023 20:31:57 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","2",""
"Thu Oct 19 2023 20:32:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","3",""
"Thu Oct 19 2023 20:33:55 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Thu Oct 19 2023 20:37:28 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","3",""
"Thu Oct 19 2023 20:39:06 GMT+1100 (Australian Eastern Daylight Time)","MCQ","target-size","Q1","44 by 44 CSS pixels.","correct"
"Thu Oct 19 2023 20:44:32 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C3","4",""
"Thu Oct 19 2023 20:45:22 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","4",""
"Thu Oct 19 2023 20:49:16 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C1","2",""
"Thu Oct 19 2023 20:50:42 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","3",""
"Thu Oct 19 2023 20:51:04 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C3","3",""
"Thu Oct 19 2023 20:54:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Thu Oct 19 2023 20:54:34 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","4",""
"Thu Oct 19 2023 20:56:24 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C1","5",""
"Thu Oct 19 2023 20:57:42 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C2","5",""
"Thu Oct 19 2023 20:58:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C3","4",""
"Thu Oct 19 2023 20:58:51 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q1","Image 2","correct"
"Thu Oct 19 2023 21:01:40 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q2","Large text (level AA)","correct"
"Thu Oct 19 2023 21:02:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q3","Normal text (level AA) and large text (level AAA)","correct"
"Thu Oct 19 2023 21:02:42 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q4","Normal text (level AAA)","correct"
"Thu Oct 19 2023 21:06:20 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C5","5",""
"Thu Oct 19 2023 21:06:23 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C5","6",""
"Thu Oct 19 2023 21:08:14 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","3",""
"Thu Oct 19 2023 21:08:17 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","5",""
"Thu Oct 19 2023 21:08:21 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","4",""
"Thu Oct 19 2023 21:08:41 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C7","4",""
"Thu Oct 19 2023 21:09:21 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Thu Oct 19 2023 21:09:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Thu Oct 19 2023 21:09:48 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Development phase","incorrect"
"Thu Oct 19 2023 21:09:53 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Thu Oct 19 2023 21:10:25 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Accessibility guidelines help evaluate whether a website is accessible or not","incorrect"
"Thu Oct 19 2023 21:10:33 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Thu Oct 19 2023 21:11:16 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Are blind","incorrect"
"Thu Oct 19 2023 21:11:19 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have low vision","incorrect"
"Thu Oct 19 2023 21:11:25 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Thu Oct 19 2023 21:12:03 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Thu Oct 19 2023 21:12:14 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Thu Oct 19 2023 21:12:45 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Sun Oct 22 2023 15:28:55 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","2",""
"Sun Oct 22 2023 15:29:32 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Sun Oct 22 2023 15:29:33 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Sun Oct 22 2023 15:29:54 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","1",""
"Sun Oct 22 2023 15:30:09 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Sun Oct 22 2023 15:30:22 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","2",""
"Sun Oct 22 2023 15:30:31 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","2",""
"Sun Oct 22 2023 15:30:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","2",""
"Sun Oct 22 2023 15:30:53 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Sun Oct 22 2023 15:38:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Sun Oct 22 2023 15:38:41 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","3",""
"Sun Oct 22 2023 15:39:18 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","World Wide Web Consortium (W3C)","incorrect"
"Sun Oct 22 2023 15:39:25 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Accessibility Initiative (WAI)","incorrect"
"Sun Oct 22 2023 15:39:27 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Sun Oct 22 2023 15:41:09 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Sun Oct 22 2023 15:41:15 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","2",""
"Sun Oct 22 2023 15:42:34 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Sun Oct 22 2023 15:45:28 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","2",""
"Sun Oct 22 2023 15:46:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","target-size","Q1","44 by 44 CSS pixels.","correct"
"Sun Oct 22 2023 15:47:04 GMT+1100 (Australian Eastern Daylight Time)","MCQ","target-size","Q2","All of the above","correct"
"Sun Oct 22 2023 15:51:45 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C3","3",""
"Sun Oct 22 2023 15:51:50 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","4",""
"Sun Oct 22 2023 15:55:55 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C1","2",""
"Sun Oct 22 2023 15:58:47 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","4",""
"Sun Oct 22 2023 15:58:57 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C3","4",""
"Sun Oct 22 2023 15:59:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Sun Oct 22 2023 15:59:55 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","3",""
"Sun Oct 22 2023 16:01:53 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C1","4",""
"Sun Oct 22 2023 16:03:11 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C2","4",""
"Sun Oct 22 2023 16:03:12 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C2","4",""
"Sun Oct 22 2023 16:03:24 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C3","1",""
"Sun Oct 22 2023 16:03:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q1","Image 2","correct"
"Sun Oct 22 2023 16:06:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q2","Large text (level AA)","correct"
"Sun Oct 22 2023 16:07:21 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q4","Normal text (level AAA)","correct"
"Sun Oct 22 2023 16:13:51 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C5","2",""
"Sun Oct 22 2023 16:15:27 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C6","4",""
"Sun Oct 22 2023 16:15:38 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C7","3",""
"Sun Oct 22 2023 16:16:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Sun Oct 22 2023 16:16:30 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Sun Oct 22 2023 16:16:37 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Sun Oct 22 2023 16:16:59 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Sun Oct 22 2023 16:17:12 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Sun Oct 22 2023 16:17:24 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Sun Oct 22 2023 16:17:38 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have low vision","incorrect"
"Sun Oct 22 2023 16:17:40 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Sun Oct 22 2023 16:17:48 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Tue Oct 24 2023 16:09:45 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","3",""
"Tue Oct 24 2023 16:10:08 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Tue Oct 24 2023 16:10:18 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","1",""
"Tue Oct 24 2023 16:10:21 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Tue Oct 24 2023 16:10:39 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","2",""
"Tue Oct 24 2023 16:10:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","2",""
"Tue Oct 24 2023 16:10:49 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","2",""
"Tue Oct 24 2023 16:10:54 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Tue Oct 24 2023 16:12:43 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Tue Oct 24 2023 16:13:58 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Tue Oct 24 2023 16:15:07 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Tue Oct 24 2023 16:16:19 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Tue Oct 24 2023 16:16:26 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","3",""
"Tue Oct 24 2023 16:18:18 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Tue Oct 24 2023 16:20:43 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","3",""
"Tue Oct 24 2023 16:24:34 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is informative, 2 is decorative","correct"
"Tue Oct 24 2023 16:30:23 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C2","3",""
"Tue Oct 24 2023 16:34:00 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","alt-text","C3","5",""
"Tue Oct 24 2023 16:34:12 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C4","4",""
"Tue Oct 24 2023 16:37:58 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C1","4",""
"Tue Oct 24 2023 16:38:16 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C2","2",""
"Tue Oct 24 2023 16:38:56 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","target-size","C1","4",""
"Tue Oct 24 2023 16:40:09 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Tue Oct 24 2023 16:40:18 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","3",""
"Tue Oct 24 2023 16:43:51 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Tue Oct 24 2023 16:44:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Tue Oct 24 2023 16:45:36 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q3","Labels and spacing as additional cues","correct"
"Tue Oct 24 2023 16:48:02 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","5",""
"Tue Oct 24 2023 16:50:27 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","5",""
"Tue Oct 24 2023 16:51:02 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Tue Oct 24 2023 16:54:52 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C1","4",""
"Tue Oct 24 2023 16:56:24 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","colour-contrast","C2","5",""
"Tue Oct 24 2023 16:56:28 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C3","2",""
"Tue Oct 24 2023 16:56:52 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q1","Websites are designed and developed so that people with disabilities can use them","correct"
"Tue Oct 24 2023 16:56:58 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q2","Everyone","correct"
"Tue Oct 24 2023 16:57:10 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q3","Design phase","correct"
"Tue Oct 24 2023 16:57:34 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q4","Following accessibility guidelines is a legal requirement for almost all websites","correct"
"Tue Oct 24 2023 16:58:05 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q5","Have limited dexterity or are using a small handheld device","correct"
"Tue Oct 24 2023 16:58:27 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q6","Are blind","correct"
"Tue Oct 24 2023 16:58:52 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q7","Have a colour vision deficiency","correct"
"Tue Oct 24 2023 16:59:08 GMT+1100 (Australian Eastern Daylight Time)","MCQ","quiz","Q8","Have low vision","correct"
"Sun Oct 29 2023 14:25:56 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Sat Nov 04 2023 18:50:47 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","2",""
"Sat Nov 04 2023 18:53:17 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C1","2",""
"Sat Nov 04 2023 18:53:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C2","1",""
"Sat Nov 04 2023 18:53:51 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C3","1",""
"Sat Nov 04 2023 18:54:07 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C5","2",""
"Sat Nov 04 2023 18:54:10 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C7","1",""
"Sat Nov 04 2023 18:54:14 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C6","3",""
"Sat Nov 04 2023 18:54:30 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","1",""
"Sat Nov 04 2023 18:54:33 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C8","2",""
"Sat Nov 04 2023 18:55:38 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People with cognitive impairments","incorrect"
"Sat Nov 04 2023 18:55:43 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Sat Nov 04 2023 18:55:54 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility helps everyone","incorrect"
"Sat Nov 04 2023 18:56:04 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","4",""
"Sat Nov 04 2023 19:01:31 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q1","People in remote locations","correct"
"Sat Nov 04 2023 19:01:44 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility has a good business case","incorrect"
"Sat Nov 04 2023 19:01:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility helps everyone","incorrect"
"Sat Nov 04 2023 19:01:52 GMT+1100 (Australian Eastern Daylight Time)","MCQ","accessibility-intro","Q2","Accessibility requires no extra effort for designers","correct"
"Sat Nov 04 2023 19:02:03 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","accessibility-intro","C3","4",""
"Sat Nov 04 2023 19:03:22 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q1","Web Content Accessibility Guidelines (WCAG)","correct"
"Sat Nov 04 2023 19:03:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","wcag","Q2","It is generally good to aim for level AA and even better to aim for level AAA","correct"
"Sat Nov 04 2023 19:03:37 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","wcag","C3","4",""
"Sat Nov 04 2023 19:04:53 GMT+1100 (Australian Eastern Daylight Time)","MCQ","in-practice","Q1","Ideally, accessibility should be incorporated after the design phase","correct"
"Sat Nov 04 2023 19:05:11 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","in-practice","C2","5",""
"Sat Nov 04 2023 19:05:31 GMT+1100 (Australian Eastern Daylight Time)","MCQ","target-size","Q1","44 by 44 CSS pixels.","correct"
"Sat Nov 04 2023 19:05:49 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","target-size","C4","3",""
"Sat Nov 04 2023 19:07:32 GMT+1100 (Australian Eastern Daylight Time)","MCQ","alt-text","Q1","1 is informative, 2 is decorative","correct"
"Sat Nov 04 2023 19:07:46 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","alt-text","C4","5",""
"Sat Nov 04 2023 19:08:09 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","True","incorrect"
"Sat Nov 04 2023 19:08:22 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-general","Q1","False","correct"
"Sat Nov 04 2023 19:08:28 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-general","C2","5",""
"Sat Nov 04 2023 19:12:15 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","4 (2 pairs)","incorrect"
"Sat Nov 04 2023 19:12:19 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Sat Nov 04 2023 19:12:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 19:12:37 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 19:12:49 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q1","Image 1","incorrect"
"Sat Nov 04 2023 19:12:51 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q1","Image 2","correct"
"Sat Nov 04 2023 19:13:32 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q2","Large text (level AA)","correct"
"Sat Nov 04 2023 19:13:36 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q3","Normal text (level AA) and large text (level AAA)","correct"
"Sat Nov 04 2023 19:13:38 GMT+1100 (Australian Eastern Daylight Time)","MCQ","colour-contrast","Q4","Normal text (level AAA)","correct"
"Sat Nov 04 2023 19:13:45 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","colour-contrast","C7","4",""
"Sat Nov 04 2023 21:15:05 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Sat Nov 04 2023 21:15:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 21:15:26 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 21:17:03 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","1",""
"Sat Nov 04 2023 21:17:46 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Sat Nov 04 2023 21:17:56 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 21:18:04 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 22:46:05 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C5","7",""
"Sat Nov 04 2023 22:46:11 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 22:46:25 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of blue-yellow colour blindness.","incorrect"
"Sat Nov 04 2023 22:46:28 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 22:54:32 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Tritanomaly, a type of red-green colour blindness.","incorrect"
"Sat Nov 04 2023 22:54:35 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 22:54:42 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","7",""
"Sat Nov 04 2023 22:54:48 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 22:55:01 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","4",""
"Sat Nov 04 2023 22:55:03 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
"Sat Nov 04 2023 22:55:14 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Tritanomaly, a type of red-green colour blindness.","incorrect"
"Sat Nov 04 2023 22:55:17 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","4 (2 pairs)","incorrect"
"Sat Nov 04 2023 22:55:20 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","8 (4 pairs)","correct"
"Sat Nov 04 2023 22:55:27 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q2","Deuteranomaly, a type of red-green colour blindness.","correct"
"Sat Nov 04 2023 22:58:18 GMT+1100 (Australian Eastern Daylight Time)","MCQ","cvd","Q1","4 (2 pairs)","incorrect"
"Sat Nov 04 2023 22:58:27 GMT+1100 (Australian Eastern Daylight Time)","Adee-SEQ","cvd","C4","5",""
"Sat Nov 04 2023 22:58:32 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","4",""
"Sat Nov 04 2023 22:58:34 GMT+1100 (Australian Eastern Daylight Time)","Self-rating","cvd","C6","3",""
